0,373.3564443,2.460893938,1143.829579,151.7157804,0
1,283.3400067,2.71349802,663.198761,104.4187262,0
2,317.9837654,2.845260443,628.4876592,111.7591067,0
3,344.7299958,3.382255281,863.9729472,101.9231156,0
4,377.8699527,3.949215466,1205.891592,95.68228321,0
5,480.0216914,2.307315911,642.3134043,208.0433325,0
6,592.4051499,3.54920482,1290.537545,166.9120775,0
7,392.1917522,3.038330218,851.8193404,129.0813454,0
8,285.5323803,4.178478901,545.654164,68.3340486,0
9,463.0349889,5.739222561,696.4293435,80.6790439,0
10,348.7834655,5.364232301,381.5606777,65.02020158,0
11,391.2073112,4.10711416,289.4866716,95.25114131,0
12,336.9758535,3.400214341,355.935418,99.10429745,0
13,341.0184919,5.027939016,400.32964,67.82470725,0
14,231.8987551,2.996186451,395.02286,77.39797202,0
15,336.2000007,3.58531239,971.0588409,93.77146653,0
16,351.0867824,2.534820448,399.0148691,138.5055824,0
17,247.2239878,3.667086932,604.0629654,67.41699674,0
18,223.6406549,3.595891026,426.5507044,62.19339052,0
19,163.4986131,3.315414887,228.0334278,49.31467665,0
20,343.382815,3.930634108,443.2435079,87.36066639,0
21,163.3497376,2.351706936,409.6217289,69.46007393,0
22,286.6184089,2.410121375,578.7642019,118.922811,0
23,146.7525146,1.825147428,135.1765982,80.40584138,0
24,260.3790651,2.15608375,451.3973504,120.7648196,0
25,359.2342464,3.048087698,559.445519,117.8556138,0
26,446.481874,1.211740348,1005.873681,368.463322,0
27,262.6276046,1.47079523,128.5495377,557.838287,0
28,249.267408,0.653216883,279.3583246,381.5997634,0
29,321.0077674,1.850617784,288.4320045,173.4597874,0
30,190.0304461,0.59106159,156.8134121,321.5070124,0
31,243.7360494,0.676625683,431.8069155,360.222876,0
32,206.6718696,2.336453883,231.5912806,88.4553601,0
33,275.019754,1.36083942,688.1532722,202.0956698,0
34,360.8840197,1.977013827,489.3130912,182.5399574,0
35,317.0274589,1.178589722,264.1724387,268.9888203,0
36,741.0346562,0.912764003,716.4573481,811.8578889,0
37,550.2891652,1.543367108,732.0838454,356.5510515,0
38,445.1596742,0.859180594,907.0656809,518.1211926,0
39,328.1329492,1.54608378,1195.138749,212.2349082,0
40,393.8928633,0.942310043,620.8091814,418.00771,0
41,583.4974732,1.250403678,5480.006387,466.6472782,0
42,134.2269606,1.756899075,252.0239917,76.39992673,0
43,124.6047403,1.392899183,180.9854465,89.45711351,0
